A_node_name	B_node_name	Int_type_1	Source_db
uniprot:Q02750	uniprot:P27361	0624(stimulation)	slk21
uniprot:P09619	uniprot:O43639	unknown	slk21
uniprot:P09619	uniprot:O43639	0624(stimulation)	slk21
uniprot:P35222	uniprot:P15884	unknown	slk21
uniprot:P35222	uniprot:P15884	0624(stimulation)	slk21
uniprot:P35222	uniprot:Q12778	unknown	slk21
uniprot:P35222	uniprot:Q12778	0624(stimulation)	slk21
uniprot:P45983	uniprot:P15336	unknown	slk21
uniprot:P45983	uniprot:P15336	0624(stimulation)	slk21
uniprot:P46531	uniprot:P84022	unknown	slk21
uniprot:P46531	uniprot:P84022	directed	slk21
uniprot:P60484	uniprot:P31749	unknown	slk21
uniprot:P60484	uniprot:P31749	directed	slk21
uniprot:P49841	uniprot:P84022	unknown	slk21
uniprot:P49841	uniprot:P84022	0624(stimulation)	slk21
uniprot:Q92793	uniprot:P84022	unknown	slk21
uniprot:Q92793	uniprot:P84022	0624(stimulation)	slk21
uniprot:P19793	uniprot:Q07869	unknown	slk21
uniprot:P19793	uniprot:Q07869	0624(stimulation)	slk21
uniprot:P03372	uniprot:P84022	unknown	slk21
uniprot:P03372	uniprot:P84022	directed	slk21
uniprot:P31749	uniprot:O43524	unknown	slk21
uniprot:P31749	uniprot:O43524	0624(stimulation)	slk21
uniprot:P12931	uniprot:P37173	unknown	slk21
uniprot:P12931	uniprot:P37173	0624(stimulation)	slk21
uniprot:P84022	uniprot:P03372	unknown	slk21
uniprot:P84022	uniprot:P03372	0624(stimulation)	slk21
uniprot:Q9H2X6	uniprot:Q13363	unknown	slk21
uniprot:Q9H2X6	uniprot:Q13363	0624(stimulation)	slk21
uniprot:P28482	uniprot:Q15797	unknown	slk21
uniprot:P28482	uniprot:Q15797	0624(stimulation)	slk21
uniprot:P27361	uniprot:Q15796	unknown	slk21
uniprot:P27361	uniprot:Q15796	0624(stimulation)	slk21
uniprot:O60674	uniprot:P40763	unknown	slk21
uniprot:O60674	uniprot:P40763	0624(stimulation)	slk21
uniprot:P36897	uniprot:P37023	unknown	slk21
uniprot:P36897	uniprot:P37023	0624(stimulation)	slk21
uniprot:O15169	uniprot:P84022	unknown	slk21
uniprot:O15169	uniprot:P84022	0624(stimulation)	slk21
uniprot:P15056	uniprot:Q02750	unknown	slk21
uniprot:P15056	uniprot:Q02750	0624(stimulation)	slk21
uniprot:Q13315	uniprot:P42684	unknown	slk21
uniprot:Q13315	uniprot:P42684	0624(stimulation)	slk21
uniprot:Q9UER7	uniprot:Q99683	unknown	slk21
uniprot:Q9UER7	uniprot:Q99683	0624(stimulation)	slk21
uniprot:O15169	uniprot:P49841	unknown	slk21
uniprot:O15169	uniprot:P49841	directed	slk21
uniprot:P17706	uniprot:P42224	unknown	slk21
uniprot:P17706	uniprot:P42224	0624(stimulation)	slk21
uniprot:Q13153	uniprot:P16333	unknown	slk21
uniprot:Q13153	uniprot:P16333	0624(stimulation)	slk21
uniprot:P00533	uniprot:P03372	unknown	slk21
uniprot:P00533	uniprot:P03372	0624(stimulation)	slk21
uniprot:O43541	uniprot:Q15797	unknown	slk21
uniprot:O43541	uniprot:Q15797	0624(stimulation)	slk21
uniprot:P28482	uniprot:Q13153	unknown	slk21
uniprot:P28482	uniprot:Q13153	0623(inhibition)	slk21
uniprot:Q13177	uniprot:P42684	unknown	slk21
uniprot:Q13177	uniprot:P42684	0624(stimulation)	slk21
uniprot:P28482	uniprot:P01106	unknown	slk21
uniprot:P28482	uniprot:P01106	0624(stimulation)	slk21
uniprot:Q13153	uniprot:P04049	unknown	slk21
uniprot:Q13153	uniprot:P04049	0624(stimulation)	slk21
uniprot:O15530	uniprot:P31751	unknown	slk21
uniprot:O15530	uniprot:P31751	0624(stimulation)	slk21
uniprot:P03372	uniprot:P05019	unknown	slk21
uniprot:P03372	uniprot:P05019	0624(stimulation)	slk21
uniprot:Q15796	uniprot:Q02078	unknown	slk21
uniprot:Q15796	uniprot:Q02078	0624(stimulation)	slk21
uniprot:P46934	uniprot:P60484	unknown	slk21
uniprot:P46934	uniprot:P60484	0624(stimulation)	slk21
uniprot:P84022	uniprot:Q9UJU2	unknown	slk21
uniprot:P84022	uniprot:Q9UJU2	0624(stimulation)	slk21
uniprot:P60953	uniprot:Q13177	unknown	slk21
uniprot:P60953	uniprot:Q13177	0624(stimulation)	slk21
uniprot:Q96J02	uniprot:O15105	unknown	slk21
uniprot:Q96J02	uniprot:O15105	0624(stimulation)	slk21
uniprot:P17706	uniprot:P06213	unknown	slk21
uniprot:P17706	uniprot:P06213	0624(stimulation)	slk21
uniprot:P16234	uniprot:P46108	unknown	slk21
uniprot:P16234	uniprot:P46108	0624(stimulation)	slk21
uniprot:P98082	uniprot:O14641	unknown	slk21
uniprot:P98082	uniprot:O14641	0624(stimulation)	slk21
uniprot:Q15796	uniprot:Q9UJU2	unknown	slk21
uniprot:Q15796	uniprot:Q9UJU2	0624(stimulation)	slk21
uniprot:P03372	uniprot:P19793	unknown	slk21
uniprot:P03372	uniprot:P19793	0624(stimulation)	slk21
uniprot:P09619	uniprot:P16333	unknown	slk21
uniprot:P09619	uniprot:P16333	0624(stimulation)	slk21
uniprot:Q8N474	uniprot:P56705	unknown	slk21
uniprot:Q8N474	uniprot:P56705	0624(stimulation)	slk21
uniprot:P31749	uniprot:P35222	unknown	slk21
uniprot:P31749	uniprot:P35222	0624(stimulation)	slk21
uniprot:P84022	uniprot:P10275	unknown	slk21
uniprot:P84022	uniprot:P10275	0624(stimulation)	slk21
uniprot:P31751	uniprot:P84022	unknown	slk21
uniprot:P31751	uniprot:P84022	0624(stimulation)	slk21
uniprot:P06239	uniprot:P43403	unknown	slk21
uniprot:P06239	uniprot:P43403	0624(stimulation)	slk21
uniprot:P28482	uniprot:Q07889	unknown	slk21
uniprot:P28482	uniprot:Q07889	0624(stimulation)	slk21
uniprot:P18031	uniprot:P06213	unknown	slk21
uniprot:P18031	uniprot:P06213	0624(stimulation)	slk21
uniprot:P18031	uniprot:P08069	unknown	slk21
uniprot:P18031	uniprot:P08069	0624(stimulation)	slk21
uniprot:P46531	uniprot:Q06330	unknown	slk21
uniprot:P46531	uniprot:Q06330	0624(stimulation)	slk21
uniprot:Q02750	uniprot:P28482	unknown	slk21
uniprot:Q02750	uniprot:P28482	0624(stimulation)	slk21
uniprot:P19793	uniprot:P37231	unknown	slk21
uniprot:P19793	uniprot:P37231	0624(stimulation)	slk21
uniprot:P01133	uniprot:P04626	unknown	slk21
uniprot:P01133	uniprot:P04626	0624(stimulation)	slk21
uniprot:Q9H2X6	uniprot:Q9UER7	unknown	slk21
uniprot:Q9H2X6	uniprot:Q9UER7	0624(stimulation)	slk21
uniprot:Q9HCE7	uniprot:P84022	unknown	slk21
uniprot:Q9HCE7	uniprot:P84022	0624(stimulation)	slk21
uniprot:P10276	uniprot:P19793	unknown	slk21
uniprot:P10276	uniprot:P19793	0624(stimulation)	slk21
uniprot:P04629	uniprot:P00519	unknown	slk21
uniprot:P04629	uniprot:P00519	0624(stimulation)	slk21
uniprot:P10275	uniprot:P21860	unknown	slk21
uniprot:P10275	uniprot:P21860	0624(stimulation)	slk21
uniprot:P04049	uniprot:Q02750	unknown	slk21
uniprot:P04049	uniprot:Q02750	0624(stimulation)	slk21
uniprot:Q13177	uniprot:P00519	unknown	slk21
uniprot:Q13177	uniprot:P00519	0624(stimulation)	slk21
uniprot:P17612	uniprot:P10071	unknown	slk21
uniprot:P17612	uniprot:P10071	0624(stimulation)	slk21
uniprot:P63000	uniprot:Q13177	unknown	slk21
uniprot:P63000	uniprot:Q13177	0624(stimulation)	slk21
uniprot:P10276	uniprot:P00533	unknown	slk21
uniprot:P10276	uniprot:P00533	0624(stimulation)	slk21
uniprot:P49841	uniprot:P35222	unknown	slk21
uniprot:P49841	uniprot:P35222	0623(inhibition)	slk21
uniprot:P36897	uniprot:P60953	unknown	slk21
uniprot:P36897	uniprot:P60953	0624(stimulation)	slk21
uniprot:P05230	uniprot:P11362	unknown	slk21
uniprot:P05230	uniprot:P11362	0624(stimulation)	slk21
uniprot:O00141	uniprot:O43524	unknown	slk21
uniprot:O00141	uniprot:O43524	0624(stimulation)	slk21
uniprot:P31749	uniprot:P49841	unknown	slk21
uniprot:P31749	uniprot:P49841	0624(stimulation)	slk21
uniprot:P36897	uniprot:Q9H2X6	unknown	slk21
uniprot:P36897	uniprot:Q9H2X6	0624(stimulation)	slk21
uniprot:O60674	uniprot:P42224	unknown	slk21
uniprot:O60674	uniprot:P42224	0624(stimulation)	slk21
uniprot:P27361	uniprot:P40763	unknown	slk21
uniprot:P27361	uniprot:P40763	0624(stimulation)	slk21
uniprot:P27361	uniprot:Q13153	unknown	slk21
uniprot:P27361	uniprot:Q13153	0623(inhibition)	slk21
uniprot:P49841	uniprot:O15169	unknown	slk21
uniprot:P49841	uniprot:O15169	0624(stimulation)	slk21
uniprot:P31751	uniprot:P49841	unknown	slk21
uniprot:P31751	uniprot:P49841	0624(stimulation)	slk21
uniprot:P84022	uniprot:P46531	unknown	slk21
uniprot:P84022	uniprot:P46531	0624(stimulation)	slk21
uniprot:Q92997	uniprot:P63000	unknown	slk21
uniprot:Q92997	uniprot:P63000	0624(stimulation)	slk21
uniprot:Q9BXM7	uniprot:P28482	unknown	slk21
uniprot:Q9BXM7	uniprot:P28482	0624(stimulation)	slk21
uniprot:P04629	uniprot:P42684	unknown	slk21
uniprot:P04629	uniprot:P42684	0624(stimulation)	slk21
uniprot:P46531	uniprot:Q06413	unknown	slk21
uniprot:P46531	uniprot:Q06413	0624(stimulation)	slk21
uniprot:Q09472	uniprot:Q13485	unknown	slk21
uniprot:Q09472	uniprot:Q13485	0624(stimulation)	slk21
uniprot:Q9HCE7	uniprot:O43541	unknown	slk21
uniprot:Q9HCE7	uniprot:O43541	0624(stimulation)	slk21
uniprot:P35222	uniprot:O43524	unknown	slk21
uniprot:P35222	uniprot:O43524	0624(stimulation)	slk21
uniprot:P00533	uniprot:P19174	unknown	slk21
uniprot:P00533	uniprot:P19174	0624(stimulation)	slk21
uniprot:P03372	uniprot:P37231	unknown	slk21
uniprot:P03372	uniprot:P37231	0624(stimulation)	slk21
uniprot:Q9UM47	uniprot:Q06330	unknown	slk21
uniprot:Q9UM47	uniprot:Q06330	0624(stimulation)	slk21
uniprot:P22681	uniprot:P00533	unknown	slk21
uniprot:P22681	uniprot:P00533	0624(stimulation)	slk21
uniprot:P48730	uniprot:O75581	unknown	slk21
uniprot:P48730	uniprot:O75581	0624(stimulation)	slk21
uniprot:Q16539	uniprot:Q06413	unknown	slk21
uniprot:Q16539	uniprot:Q06413	0624(stimulation)	slk21
uniprot:Q9HCE7	uniprot:O15105	unknown	slk21
uniprot:Q9HCE7	uniprot:O15105	0624(stimulation)	slk21
uniprot:P49841	uniprot:P05412	unknown	slk21
uniprot:P49841	uniprot:P05412	0624(stimulation)	slk21
uniprot:P63000	uniprot:Q13153	unknown	slk21
uniprot:P63000	uniprot:Q13153	0624(stimulation)	slk21
uniprot:P17612	uniprot:P08151	unknown	slk21
uniprot:P17612	uniprot:P08151	0624(stimulation)	slk21
uniprot:O43541	uniprot:P84022	unknown	slk21
uniprot:O43541	uniprot:P84022	0624(stimulation)	slk21
uniprot:O14641	uniprot:O15169	unknown	slk21
uniprot:O14641	uniprot:O15169	directed	slk21
uniprot:Q13485	uniprot:P01100	unknown	slk21
uniprot:Q13485	uniprot:P01100	0624(stimulation)	slk21
uniprot:P22681	uniprot:P00519	unknown	slk21
uniprot:P22681	uniprot:P00519	0624(stimulation)	slk21
uniprot:P17612	uniprot:O75581	unknown	slk21
uniprot:P17612	uniprot:O75581	0624(stimulation)	slk21
uniprot:P31751	uniprot:P17612	unknown	slk21
uniprot:P31751	uniprot:P17612	0624(stimulation)	slk21
uniprot:O43541	uniprot:P36897	unknown	slk21
uniprot:O43541	uniprot:P36897	0624(stimulation)	slk21
uniprot:P03372	uniprot:P10275	unknown	slk21
uniprot:P03372	uniprot:P10275	0624(stimulation)	slk21
uniprot:P01106	uniprot:Q15796	unknown	slk21
uniprot:P01106	uniprot:Q15796	0624(stimulation)	slk21
uniprot:P16220	uniprot:P84022	unknown	slk21
uniprot:P16220	uniprot:P84022	0624(stimulation)	slk21
uniprot:P04626	uniprot:P03372	unknown	slk21
uniprot:P04626	uniprot:P03372	0624(stimulation)	slk21
uniprot:P46531	uniprot:Q16665	unknown	slk21
uniprot:P46531	uniprot:Q16665	0624(stimulation)	slk21
uniprot:P27361	uniprot:P84022	unknown	slk21
uniprot:P27361	uniprot:P84022	0624(stimulation)	slk21
uniprot:P49841	uniprot:P01106	unknown	slk21
uniprot:P49841	uniprot:P01106	0624(stimulation)	slk21
uniprot:Q92997	uniprot:Q5S007	unknown	slk21
uniprot:Q92997	uniprot:Q5S007	0624(stimulation)	slk21
uniprot:Q92793	uniprot:O15105	unknown	slk21
uniprot:Q92793	uniprot:O15105	0624(stimulation)	slk21
uniprot:P49841	uniprot:Q15797	unknown	slk21
uniprot:P49841	uniprot:Q15797	0624(stimulation)	slk21
uniprot:P19793	uniprot:P10276	unknown	slk21
uniprot:P19793	uniprot:P10276	0624(stimulation)	slk21
uniprot:P27361	uniprot:Q02750	unknown	slk21
uniprot:P27361	uniprot:Q02750	directed	slk21
uniprot:P11473	uniprot:P35222	unknown	slk21
uniprot:P11473	uniprot:P35222	0624(stimulation)	slk21
uniprot:P29350	uniprot:P06239	unknown	slk21
uniprot:P29350	uniprot:P06239	0624(stimulation)	slk21
uniprot:P09619	uniprot:P16234	unknown	slk21
uniprot:P09619	uniprot:P16234	0624(stimulation)	slk21
uniprot:P03372	uniprot:P06401	unknown	slk21
uniprot:P03372	uniprot:P06401	0624(stimulation)	slk21
uniprot:P78504	uniprot:P46531	unknown	slk21	2
uniprot:P78504	uniprot:P46531	0624(stimulation)	slk21	2
uniprot:Q15796	uniprot:Q13485	unknown	slk21	2
uniprot:Q15796	uniprot:Q13485	0624(stimulation)	slk21	2
uniprot:O15520	uniprot:P21802	unknown	slk21	2
uniprot:O15520	uniprot:P21802	0624(stimulation)	slk21	2
uniprot:P84022	uniprot:P05412	unknown	slk21	2
uniprot:P84022	uniprot:P05412	0624(stimulation)	slk21	2
uniprot:P16234	uniprot:P19174	unknown	slk21	2
uniprot:P16234	uniprot:P19174	0624(stimulation)	slk21	2
uniprot:Q15797	uniprot:Q13485	unknown	slk21	2
uniprot:Q15797	uniprot:Q13485	0624(stimulation)	slk21	2
uniprot:P01137	uniprot:P37173	unknown	slk21	2
uniprot:P01137	uniprot:P37173	0624(stimulation)	slk21	2
uniprot:P63104	uniprot:P35222	unknown	slk21	2
uniprot:P63104	uniprot:P35222	0624(stimulation)	slk21	2
uniprot:P17252	uniprot:P04049	unknown	slk21	2
uniprot:P17252	uniprot:P04049	0624(stimulation)	slk21	2
uniprot:O75197	uniprot:O15169	unknown	slk21	2
uniprot:O75197	uniprot:O15169	0624(stimulation)	slk21	2
uniprot:P46531	uniprot:Q15797	unknown	slk21	2
uniprot:P46531	uniprot:Q15797	0624(stimulation)	slk21	2
uniprot:P37023	uniprot:Q15797	unknown	slk21	2
uniprot:P37023	uniprot:Q15797	0624(stimulation)	slk21	2
uniprot:Q9NZC7	uniprot:Q13485	unknown	slk21	2
uniprot:Q9NZC7	uniprot:Q13485	0624(stimulation)	slk21	2
uniprot:P04628	uniprot:O75581	unknown	slk21	2
uniprot:P04628	uniprot:O75581	0624(stimulation)	slk21	2
uniprot:P01116	uniprot:P15056	unknown	slk21	2
uniprot:P01116	uniprot:P15056	0624(stimulation)	slk21	2
uniprot:O75581	uniprot:O15169	unknown	slk21	2
uniprot:O75581	uniprot:O15169	0624(stimulation)	slk21	2
uniprot:P15056	uniprot:Q9BXM7	unknown	slk21	2
uniprot:P15056	uniprot:Q9BXM7	0624(stimulation)	slk21	2
uniprot:P04629	uniprot:P19174	unknown	slk21	2
uniprot:P04629	uniprot:P19174	0624(stimulation)	slk21	2
uniprot:P46937	uniprot:O15105	unknown	slk21	2
uniprot:P46937	uniprot:O15105	0624(stimulation)	slk21	2
uniprot:P37173	uniprot:P36897	unknown	slk21	2
uniprot:P37173	uniprot:P36897	0624(stimulation)	slk21	2
uniprot:Q04771	uniprot:Q15797	unknown	slk21	2
uniprot:Q04771	uniprot:Q15797	0624(stimulation)	slk21	2
uniprot:P29590	uniprot:Q15796	unknown	slk21	2
uniprot:P29590	uniprot:Q15796	0624(stimulation)	slk21	2
uniprot:Q92793	uniprot:Q13485	unknown	slk21	2
uniprot:Q92793	uniprot:Q13485	0624(stimulation)	slk21	2
uniprot:P10276	uniprot:P35222	unknown	slk21	2
uniprot:P10276	uniprot:P35222	0624(stimulation)	slk21	2
uniprot:P17948	uniprot:P19174	unknown	slk21	2
uniprot:P17948	uniprot:P19174	0624(stimulation)	slk21	2
uniprot:P10600	uniprot:P37173	unknown	slk21	2
uniprot:P10600	uniprot:P37173	0624(stimulation)	slk21	2
uniprot:P54762	uniprot:P16333	unknown	slk21	2
uniprot:P54762	uniprot:P16333	0624(stimulation)	slk21	2
uniprot:P17706	uniprot:P40763	unknown	slk21	2
uniprot:P17706	uniprot:P40763	directed	slk21	2
uniprot:P29350	uniprot:P40763	unknown	slk21	2
uniprot:P29350	uniprot:P40763	0623(inhibition)	slk21	2
uniprot:Q02750	uniprot:P08151	unknown	slk21	2
uniprot:Q02750	uniprot:P08151	0624(stimulation)	slk21	2
uniprot:Q13177	uniprot:P04049	unknown	slk21	2
uniprot:Q13177	uniprot:P04049	0624(stimulation)	slk21	2
uniprot:O15105	uniprot:Q15796	unknown	slk21	2
uniprot:O15105	uniprot:Q15796	0624(stimulation)	slk21	2
uniprot:P63000	uniprot:P40763	unknown	slk21	2
uniprot:P63000	uniprot:P40763	0624(stimulation)	slk21	2
uniprot:P06239	uniprot:P46531	unknown	slk21	2
uniprot:P06239	uniprot:P46531	0624(stimulation)	slk21	2
uniprot:P40189	uniprot:P40763	unknown	slk21	2
uniprot:P40189	uniprot:P40763	directed	slk21	2
uniprot:Q07869	uniprot:P19793	unknown	slk21	2
uniprot:Q07869	uniprot:P19793	0624(stimulation)	slk21	2
uniprot:Q9H2X6	uniprot:Q15797	unknown	slk21	2
uniprot:Q9H2X6	uniprot:Q15797	0624(stimulation)	slk21	2
uniprot:P12643	uniprot:Q13873	unknown	slk21	2
uniprot:P12643	uniprot:Q13873	0624(stimulation)	slk21	2
uniprot:P61812	uniprot:P37173	unknown	slk21	2
uniprot:P61812	uniprot:P37173	0624(stimulation)	slk21	2
uniprot:Q02297	uniprot:P21860	unknown	slk21	2
uniprot:Q02297	uniprot:P21860	0624(stimulation)	slk21	2
uniprot:P01127	uniprot:P16234	unknown	slk21	2
uniprot:P01127	uniprot:P16234	0624(stimulation)	slk21	2
uniprot:P12931	uniprot:P37231	unknown	slk21	2
uniprot:P12931	uniprot:P37231	0624(stimulation)	slk21	2
uniprot:P00519	uniprot:P42345	unknown	slk21	2
uniprot:P00519	uniprot:P42345	0624(stimulation)	slk21	2
uniprot:P04049	uniprot:Q9BXM7	unknown	slk21	2
uniprot:P04049	uniprot:Q9BXM7	0624(stimulation)	slk21	2
uniprot:P10912	uniprot:O60674	unknown	slk21	2
uniprot:P10912	uniprot:O60674	0624(stimulation)	slk21	2
uniprot:P49768	uniprot:P46531	unknown	slk21	2
uniprot:P49768	uniprot:P46531	0624(stimulation)	slk21	2
uniprot:Q96J02	uniprot:P46531	unknown	slk21	2
uniprot:Q96J02	uniprot:P46531	0624(stimulation)	slk21	2
uniprot:P78536	uniprot:P46531	unknown	slk21	2
uniprot:P78536	uniprot:P46531	directed	slk21	2
uniprot:P05230	uniprot:P21802	unknown	slk21	2
uniprot:P05230	uniprot:P21802	0624(stimulation)	slk21	2
uniprot:P63165	uniprot:Q13485	unknown	slk21	2
uniprot:P63165	uniprot:Q13485	0624(stimulation)	slk21	2
uniprot:P48730	uniprot:P49841	unknown	slk21	2
uniprot:P48730	uniprot:P49841	0624(stimulation)	slk21	2
uniprot:P46934	uniprot:P08069	unknown	slk21	2
uniprot:P46934	uniprot:P08069	0624(stimulation)	slk21	2
uniprot:Q03135	uniprot:P16234	unknown	slk21	2
uniprot:Q03135	uniprot:P16234	0624(stimulation)	slk21	2
uniprot:P98082	uniprot:Q15796	unknown	slk21	2
uniprot:P98082	uniprot:Q15796	0624(stimulation)	slk21	2
uniprot:P16220	uniprot:P35222	unknown	slk21	2
uniprot:P16220	uniprot:P35222	0624(stimulation)	slk21	2
uniprot:P36896	uniprot:P84022	unknown	slk21	2
uniprot:P36896	uniprot:P84022	0624(stimulation)	slk21	2
uniprot:P45983	uniprot:P05412	unknown	slk21	2
uniprot:P45983	uniprot:P05412	0624(stimulation)	slk21	2
uniprot:P61586	uniprot:P19174	unknown	slk21	2
uniprot:P61586	uniprot:P19174	0624(stimulation)	slk21	2
uniprot:Q13153	uniprot:Q9BXM7	unknown	slk21	2
uniprot:Q13153	uniprot:Q9BXM7	0624(stimulation)	slk21	2
uniprot:P11473	uniprot:P19793	unknown	slk21	2
uniprot:P11473	uniprot:P19793	0624(stimulation)	slk21	2
uniprot:Q96PU5	uniprot:O15105	unknown	slk21	2
uniprot:Q96PU5	uniprot:O15105	0624(stimulation)	slk21	2
uniprot:P36897	uniprot:Q15796	unknown	slk21	2
uniprot:P36897	uniprot:Q15796	0624(stimulation)	slk21	2
uniprot:P12644	uniprot:Q13873	unknown	slk21	2
uniprot:P12644	uniprot:Q13873	0624(stimulation)	slk21	2
uniprot:Q96EB6	uniprot:O15105	unknown	slk21	2
uniprot:Q96EB6	uniprot:O15105	0624(stimulation)	slk21	2
uniprot:P31751	uniprot:Q12778	unknown	slk21	2
uniprot:P31751	uniprot:Q12778	0624(stimulation)	slk21	2
uniprot:Q13315	uniprot:P00519	unknown	slk21	2
uniprot:Q13315	uniprot:P00519	0624(stimulation)	slk21	2
uniprot:Q6P1J9	uniprot:P35222	unknown	slk21	2
uniprot:Q6P1J9	uniprot:P35222	0624(stimulation)	slk21	2
uniprot:P05019	uniprot:P08069	unknown	slk21	2
uniprot:P05019	uniprot:P08069	0624(stimulation)	slk21	2
uniprot:P07949	uniprot:P40763	unknown	slk21	2
uniprot:P07949	uniprot:P40763	0624(stimulation)	slk21	2
uniprot:P06730	uniprot:Q13485	unknown	slk21	2
uniprot:P06730	uniprot:Q13485	0624(stimulation)	slk21	2
uniprot:Q09472	uniprot:P84022	unknown	slk21	2
uniprot:Q09472	uniprot:P84022	0624(stimulation)	slk21	2
uniprot:P06401	uniprot:P03372	unknown	slk21	2
uniprot:P06401	uniprot:P03372	0624(stimulation)	slk21	2
uniprot:Q99873	uniprot:O43541	0213(methylation reaction)	slk3
uniprot:Q99873	uniprot:O43541	0623(inhibition)	slk3
