Gene ID	Uniprot ID
NFKB1	D6RH30
NFKB1	D6RH30
NFKB1	D6RH30
NFKB1	D6RH30
NFKB1	D6RH30
NFKB1	D6RH30
NFKB1	D6RH30
NFKB1	D6RH30
NFKB1	D6RH30
NFKB1	D6RH30
NFKBIA	Q9UGJ6
NFKBIA	Q9UGJ6
NFKBIA	Q9UGJ6
NFKBIA	Q9UGJ6
NFKBIA	Q9UGJ6
NFKBIA	Q9UGJ6
NFKBIA	Q9UGJ6
NFKBIA	Q9UGJ6
NFKBIA	Q9UGJ6
NFKBIA	Q9UGJ6
NFKBIA	Q9UGJ6
NFKBIA	Q9UGJ6
NFKBIA	Q9UGJ6
NFKBIA	Q9UGJ6
NFKBIA	Q9UGJ6
NFKBIA	Q9UGJ6
NFKBIA	Q9UGJ6
NFKBIA	Q9UGJ6
NFKBIB	I3L4X3
NFKBIB	I3L4X3
NFKBIB	I3L4X3
NFKBIB	I3L4X3
NFKBIB	I3L4X3
NFKBIB	I3L4X3
NFKBIB	I3L4X3
NFKBIB	I3L4X3
NFKBIB	I3L4X3
NFKBIB	I3L4X3
NFKBIB	I3L4X3
NFKBIB	I3L4X3
NFKBIB	I3L4X3
NFKBIB	I3L4X3
NFKBIB	I3L4X3
NFKBIB	I3L4X3
NFKBIB	I3L4X3
NFKBIE	A0A024RD24
NFKBIE	A0A024RD24
NFKBIE	A0A024RD24
NFKBIE	A0A024RD24
NFKBIE	A0A024RD24
NFKBIE	A0A024RD24
NFKBIE	A0A024RD24
NFKBIE	A0A024RD24
NFKBIE	A0A024RD24
NFKBIE	A0A024RD24
NFKBIE	A0A024RD24
NFKBIE	A0A024RD24
NFKBIE	A0A024RD24
NFKBIE	A0A024RD24
NFKBIE	A0A024RD24
NFKBIE	A0A024RD24
NFKBIE	A0A024RD24
NRAS	Q9UM97
NRAS	Q9UM97
NRAS	Q9UM97
NRAS	Q9UM97
NRAS	Q9UM97
NRAS	Q9UM97
NRAS	Q9UM97
NRAS	Q9UM97
NRAS	Q9UM97
NRAS	Q9UM97
NRAS	Q9UM97
NRAS	Q9UM97
NRAS	Q9UM97
NRAS	Q9UM97
NRAS	Q9UM97
NRAS	Q9UM97
NRAS	Q9UM97
NRAS	Q9UM97
PAK1	A0A024R5P0
PAK1	A0A024R5P0
PAK1	A0A024R5P0
PAK1	A0A024R5P0
PAK1	A0A024R5P0
PAK1	A0A024R5P0
PAK1	A0A024R5P0
PAK1	A0A024R5P0
PAK1	A0A024R5P0
PAK1	A0A024R5P0
PAK1	A0A024R5P0
PAK1	A0A024R5P0
PAK1	A0A024R5P0
PAK1	A0A024R5P0
PAK1	A0A024R5P0
PDPK1	H3BQ10
PDPK1	H3BQ10
PDPK1	H3BQ10
PDPK1	H3BQ10
PDPK1	H3BQ10
PDPK1	H3BQ10
PDPK1	H3BQ10
PDPK1	H3BQ10
PDPK1	H3BQ10
PDPK1	H3BQ10
PDPK1	H3BQ10
PDPK1	H3BQ10
PDPK1	H3BQ10
PDPK1	H3BQ10
PDPK1	H3BQ10
PDPK1	H3BQ10
PLCG1	A0A0D9SEK2
PLCG1	A0A0D9SEK2
PLCG1	A0A0D9SEK2
PLCG1	A0A0D9SEK2
PLCG1	A0A0D9SEK2
PLCG1	A0A0D9SEK2
PLCG1	A0A0D9SEK2
PLCG1	A0A0D9SEK2
PLCG1	A0A0D9SEK2
PLCG1	A0A0D9SEK2
PLCG1	A0A0D9SEK2
PLCG1	A0A0D9SEK2
PLCG1	A0A0D9SEK2
PLCG1	A0A0D9SEK2
PLCG1	A0A0D9SEK2
PLCG1	A0A0D9SEK2
PLCG1	A0A0D9SEK2
PLCG1	A0A0D9SEK2
PPP2CA	Q6I9T8
PPP2CA	Q6I9T8
PPP2CA	Q6I9T8
PPP2CA	Q6I9T8
PPP2CA	Q6I9T8
PPP2CA	Q6I9T8
PPP2CA	Q6I9T8
PPP2CA	Q6I9T8
PPP2CA	Q6I9T8
PPP2CA	Q6I9T8
PPP2CA	Q6I9T8
PPP2CA	Q6I9T8
PPP2CA	Q6I9T8
PPP2CA	Q6I9T8
PPP2CA	Q6I9T8
PPP2CA	Q6I9T8
PPP2CA	Q6I9T8
PPP2CB	E5RFI3
PPP2CB	E5RFI3
PPP2CB	E5RFI3
PPP2CB	E5RFI3
PPP2CB	E5RFI3
PPP2CB	E5RFI3
PPP2CB	E5RFI3
PPP2CB	E5RFI3
PPP2CB	E5RFI3
PPP2CB	E5RFI3
PPP2CB	E5RFI3
PPP2CB	E5RFI3
PPP2CB	E5RFI3
PPP2CB	E5RFI3
PPP2CB	E5RFI3
PPP2CB	E5RFI3
PPP2CB	E5RFI3
PPP2CB	E5RFI3
PPP2R1A	M0QXG4
PPP2R1A	M0QXG4
PPP2R1A	M0QXG4
PPP2R1A	M0QXG4
PPP2R1A	M0QXG4
PPP2R1A	M0QXG4
PPP2R1A	M0QXG4
PPP2R1A	M0QXG4
PPP2R1A	M0QXG4
PPP2R1A	M0QXG4
PPP2R1A	M0QXG4
PPP2R1A	M0QXG4
PPP2R1A	M0QXG4
PPP2R1A	M0QXG4
PPP2R1B	E9PNM7
PPP2R1B	E9PNM7
PPP2R1B	E9PNM7
PPP2R1B	E9PNM7
PPP2R1B	E9PNM7
PPP2R1B	E9PNM7
PPP2R1B	E9PNM7
PPP2R1B	E9PNM7
PPP2R1B	E9PNM7
PPP2R1B	E9PNM7
PPP2R1B	E9PNM7
PPP2R1B	E9PNM7
PPP2R1B	E9PNM7
PPP2R1B	E9PNM7
PPP2R1B	E9PNM7
PPP2R1B	E9PNM7
PPP2R2B	Q9NS07
PPP2R2B	Q9NS07
PPP2R2B	Q9NS07
PPP2R2B	Q9NS07
PPP2R2B	Q9NS07
PPP2R2B	Q9NS07
PPP2R2B	Q9NS07
PPP2R2B	Q9NS07
PPP2R2B	Q9NS07
PPP2R2B	Q9NS07
PPP2R2B	Q9NS07
PPP2R2B	Q9NS07
PPP2R2B	Q9NS07
PPP2R2B	Q9NS07
PPP2R2B	Q9NS07
PPP2R2B	Q9NS07
PPP2R2B	Q9NS07
PPP2R2C	L8ECI7
PPP2R2C	L8ECI7
PPP2R2C	L8ECI7
PPP2R2C	L8ECI7
PPP2R2C	L8ECI7
PPP2R2C	L8ECI7
PPP2R2C	L8ECI7
PPP2R2C	L8ECI7
PPP2R2C	L8ECI7
PPP2R2C	L8ECI7
PPP2R2C	L8ECI7
PPP2R2C	L8ECI7
PPP2R2C	L8ECI7
PPP2R2C	L8ECI7
PPP2R2C	L8ECI7
PPP2R3A	A0PJH4
PPP2R3A	A0PJH4
PPP2R3A	A0PJH4
PPP2R3A	A0PJH4
PPP2R3A	A0PJH4
PPP2R3A	A0PJH4
PPP2R3A	A0PJH4
PPP2R3A	A0PJH4
PPP2R3A	A0PJH4
PPP2R3A	A0PJH4
PPP2R3A	A0PJH4
PPP2R3A	A0PJH4
PPP2R3A	A0PJH4
PPP2R3A	A0PJH4
PPP2R3A	A0PJH4
PPP2R3A	A0PJH4
PPP2R3A	A0PJH4
PPP2R4	Q15257
PPP2R4	Q15257
PPP2R4	Q15257
PPP2R4	Q15257
PPP2R4	Q15257
PPP2R4	Q15257
PPP2R4	Q15257
PPP2R4	Q15257
PPP2R4	Q15257
PPP2R4	Q15257
PPP2R4	Q15257
PPP2R4	Q15257
PPP2R4	Q15257
PPP2R4	Q15257
PPP2R4	Q15257
PPP2R4	Q15257
PPP2R4	Q15257
PPP2R4	Q15257
PPP2R5A	Q15172
PPP2R5A	Q15172
PPP2R5A	Q15172
PPP2R5A	Q15172
PPP2R5A	Q15172
PPP2R5A	Q15172
PPP2R5A	Q15172
PPP2R5A	Q15172
PPP2R5A	Q15172
PPP2R5A	Q15172
PPP2R5A	Q15172
PPP2R5A	Q15172
PPP2R5A	Q15172
PPP2R5A	Q15172
PPP2R5A	Q15172
PPP2R5A	Q15172
PPP2R5A	Q15172
PPP2R5A	Q15172
PPP2R5B	E9PQN5
PPP2R5B	E9PQN5
PPP2R5B	E9PQN5
PPP2R5B	E9PQN5
PPP2R5B	E9PQN5
PPP2R5B	E9PQN5
PPP2R5B	E9PQN5
PPP2R5B	E9PQN5
PPP2R5B	E9PQN5
PPP2R5B	E9PQN5
PPP2R5B	E9PQN5
PPP2R5B	E9PQN5
PPP2R5B	E9PQN5
PPP2R5B	E9PQN5
PPP2R5B	E9PQN5
PPP2R5C	H0YN58
PPP2R5C	H0YN58
PPP2R5C	H0YN58
PPP2R5C	H0YN58
PPP2R5C	H0YN58
PPP2R5C	H0YN58
PPP2R5C	H0YN58
PPP2R5C	H0YN58
PPP2R5C	H0YN58
PPP2R5C	H0YN58
PPP2R5C	H0YN58
PPP2R5C	H0YN58
PPP2R5C	H0YN58
PPP2R5C	H0YN58
PPP2R5C	H0YN58
PPP2R5C	H0YN58
PPP2R5C	H0YN58
PPP2R5C	H0YN58
PPP2R5D	Q14738
PPP2R5D	Q14738
PPP2R5D	Q14738
PPP2R5D	Q14738
PPP2R5D	Q14738
PPP2R5D	Q14738
PPP2R5D	Q14738
PPP2R5D	Q14738
PPP2R5D	Q14738
PPP2R5D	Q14738
PPP2R5D	Q14738
PPP2R5D	Q14738
PPP2R5D	Q14738
PPP2R5D	Q14738
PPP2R5D	Q14738
PPP2R5D	Q14738
PPP2R5D	Q14738
PPP2R5D	Q14738
PPP2R5E	Q86XZ2
PPP2R5E	Q86XZ2
PPP2R5E	Q86XZ2
PPP2R5E	Q86XZ2
PPP2R5E	Q86XZ2
PPP2R5E	Q86XZ2
PPP2R5E	Q86XZ2
PPP2R5E	Q86XZ2
PPP2R5E	Q86XZ2
PPP2R5E	Q86XZ2
PPP2R5E	Q86XZ2
PPP2R5E	Q86XZ2
PPP2R5E	Q86XZ2
PPP2R5E	Q86XZ2
PPP2R5E	Q86XZ2
PPP2R5E	Q86XZ2
PPP2R5E	Q86XZ2
PPP2R5E	Q86XZ2
PRKAB1	Q9Y478
PRKAB1	Q9Y478
PRKAB1	Q9Y478
PRKAB1	Q9Y478
PRKAB1	Q9Y478
PRKAB1	Q9Y478
PRKAB1	Q9Y478
PRKAB1	Q9Y478
PRKAB1	Q9Y478
PRKAB1	Q9Y478
PRKAB1	Q9Y478
PRKAB1	Q9Y478
PRKAB1	Q9Y478
PRKAB1	Q9Y478
PRKAB1	Q9Y478
PRKAB1	Q9Y478
PRKAB1	Q9Y478
PRKCA	B0LPH5
PRKCA	B0LPH5
PRKCA	B0LPH5
PRKCA	B0LPH5
PRKCA	B0LPH5
PRKCA	B0LPH5
PRKCA	B0LPH5
PRKCA	B0LPH5
PRKCA	B0LPH5
PRKCA	B0LPH5
PRKCA	B0LPH5
PRKCA	B0LPH5
PRKCA	B0LPH5
PRKCA	B0LPH5
PRKCA	B0LPH5
PRKCA	B0LPH5
PRKCA	B0LPH5
PRKCA	B0LPH5
PRKCB	H3BV73
PRKCB	H3BV73
PRKCB	H3BV73
PRKCB	H3BV73
PRKCB	H3BV73
PRKCB	H3BV73
PRKCB	H3BV73
PRKCB	H3BV73
PRKCB	H3BV73
PRKCB	H3BV73
PRKCB	H3BV73
PRKCB	H3BV73
PRKCB	H3BV73
PRKCB	H3BV73
PRKCB	H3BV73
PRKCB	H3BV73
PRKCB	H3BV73
PRKCB	H3BV73
PRKCD	C9J9P1
PRKCD	C9J9P1
PRKCD	C9J9P1
PRKCD	C9J9P1
PRKCD	C9J9P1
PRKCD	C9J9P1
PRKCD	C9J9P1
PRKCD	C9J9P1
PRKCD	C9J9P1
PRKCD	C9J9P1
PRKCD	C9J9P1
PRKCD	C9J9P1
PRKCD	C9J9P1
PRKCD	C9J9P1
PRKCD	C9J9P1
PRKCD	C9J9P1
PRKCD	C9J9P1
PRKCG	P05129
PRKCG	P05129
PRKCG	P05129
PRKCG	P05129
PRKCG	P05129
PRKCG	P05129
PRKCG	P05129
PRKCG	P05129
PRKCG	P05129
PRKCG	P05129
PRKCG	P05129
PRKCG	P05129
PRKCG	P05129
PRKCG	P05129
PRKCQ	A0A087X0I9
PRKCQ	A0A087X0I9
PRKCQ	A0A087X0I9
PRKCQ	A0A087X0I9
PRKCQ	A0A087X0I9
PRKCQ	A0A087X0I9
PRKCQ	A0A087X0I9
PRKCQ	A0A087X0I9
PRKCQ	A0A087X0I9
PRKCQ	A0A087X0I9
PRKCQ	A0A087X0I9
PRKCQ	A0A087X0I9
PRKCQ	A0A087X0I9
PRKCQ	A0A087X0I9
PRKCQ	A0A087X0I9
PRKCQ	A0A087X0I9
PRKCQ	A0A087X0I9
PRKCQ	A0A087X0I9
EIF2AK2	B7ZKK7
EIF2AK2	B7ZKK7
EIF2AK2	B7ZKK7
EIF2AK2	B7ZKK7
EIF2AK2	B7ZKK7
EIF2AK2	B7ZKK7
EIF2AK2	B7ZKK7
EIF2AK2	B7ZKK7
EIF2AK2	B7ZKK7
EIF2AK2	B7ZKK7
EIF2AK2	B7ZKK7
EIF2AK2	B7ZKK7
EIF2AK2	B7ZKK7
EIF2AK2	B7ZKK7
EIF2AK2	B7ZKK7
EIF2AK2	B7ZKK7
EIF2AK2	B7ZKK7
EIF2AK2	B7ZKK7
MAP2K4	R4GN68
MAP2K4	R4GN68
MAP2K4	R4GN68
MAP2K4	R4GN68
MAP2K4	R4GN68
MAP2K4	R4GN68
MAP2K4	R4GN68
MAP2K4	R4GN68
MAP2K4	R4GN68
MAP2K4	R4GN68
MAP2K4	R4GN68
MAP2K4	R4GN68
MAP2K4	R4GN68
MAP2K4	R4GN68
MAP2K4	R4GN68
MAP2K4	R4GN68
MAP2K4	R4GN68
SHC1	Q5T187
SHC1	Q5T187
SHC1	Q5T187
SHC1	Q5T187
SHC1	Q5T187
SHC1	Q5T187
SHC1	Q5T187
SHC1	Q5T187
SHC1	Q5T187
SHC1	Q5T187
SHC1	Q5T187
SHC1	Q5T187
SHC1	Q5T187
SHC1	Q5T187
SHC1	Q5T187
SHC1	Q5T187
SHC1	Q5T187
SMPD1	Q15495
